Time,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11
0.0,1,1,1,1,1,1,1,1,1,1,1
0.10277777780000008,1.709925,1.03265,1.020725,1.016725,1.015025,1.018925,1.018625,1.017275,1.021625,1.02245,1.01965
0.34499999999999886,0.842475,0.996525,1.024025,1.0218,1.02575,1.029325,1.026925,1.026325,1.02975,1.0268,1.025475
0.6488888889000002,0.5889,0.840225,1.027775,1.0299,1.0377,1.035325,1.035,1.035775,1.035425,1.036275,1.030575
0.9533333333999998,0.41165,0.652575,1.0236,1.0419,1.0523,1.05015,1.04905,1.049925,1.049925,1.049975,1.04185
1.2566666666999993,0.300025,0.504275,1.0199,1.05645,1.065425,1.06735,1.06525,1.067575,1.065375,1.063175,1.055225
1.5599999999999987,0.235725,0.4083,1.019875,1.0669,1.0821,1.0803,1.078275,1.0832,1.0799,1.0783,1.069675
1.8644444444999984,0.196825,0.358475,1.0228,1.0792,1.097425,1.096125,1.09625,1.09855,1.094775,1.093825,1.085075
2.1683333333999997,0.1701,0.316725,1.023325,1.089925,1.1106,1.113175,1.109,1.115475,1.106475,1.1037,1.099675
2.4733333333999994,0.154075,0.292525,1.023525,1.10205,1.12695,1.128175,1.125175,1.13045,1.1239,1.1185,1.11605
2.777222222199999,0.143825,0.2772,1.03095,1.11795,1.146525,1.14645,1.148725,1.147975,1.14395,1.140875,1.132975
3.0816666666999986,0.134575,0.26215,1.035425,1.132775,1.16465,1.1621,1.1647,1.163325,1.160725,1.1588,1.150625
3.384444444499998,0.12945,0.252925,1.03915,1.144325,1.179975,1.18125,1.183825,1.179825,1.17565,1.17745,1.1691
3.687777777800001,0.125125,0.247475,1.041525,1.1583,1.198275,1.1998,1.20095,1.19655,1.1926,1.1963,1.18735
3.9911111111000004,0.121375,0.24175,1.047075,1.172225,1.218325,1.218,1.2188,1.21525,1.2082,1.217,1.201325
4.2955555556,0.118275,0.243,1.051825,1.1877,1.23555,1.233275,1.2369,1.230075,1.22335,1.235325,1.216275
4.599999999999998,0.117125,0.23965,1.056225,1.206025,1.249475,1.251075,1.251875,1.246425,1.23965,1.251725,1.2314
4.903888888899999,0.11415,0.24075,1.062575,1.22365,1.2684,1.2664,1.270725,1.2633,1.261075,1.26965,1.251
5.208333333399999,0.11135,0.24135,1.0671,1.239,1.28855,1.282975,1.287675,1.2777,1.27755,1.28565,1.26645
5.512222222200002,0.110175,0.24375,1.0752,1.260175,1.310225,1.299875,1.305,1.29905,1.294825,1.305075,1.284425
5.8155555556,0.107975,0.2557,1.086725,1.27915,1.331125,1.318525,1.32465,1.3149,1.3174,1.3264,1.3065
6.119999999999997,0.10535,0.239125,1.092975,1.29245,1.34745,1.336625,1.34405,1.33345,1.333675,1.34185,1.32175
6.424444444499997,0.10205,0.235475,1.09875,1.31035,1.36795,1.35305,1.362525,1.3536,1.35255,1.35795,1.336425
6.7277777778,0.10215,0.243025,1.108275,1.331725,1.3868,1.371925,1.380975,1.37325,1.37335,1.3776,1.3553
7.031666666699998,0.099475,0.239,1.118825,1.3474,1.40575,1.385875,1.3967,1.391725,1.391425,1.395375,1.373625
7.335555555600003,0.0953,0.24005,1.129525,1.366,1.421725,1.402975,1.415075,1.4111,1.412325,1.41575,1.392025
7.6394444445000005,0.091425,0.2397,1.14165,1.38525,1.4395,1.4221,1.43515,1.428725,1.4319,1.4334,1.4072
7.943888888899998,0.09125,0.240725,1.159525,1.409275,1.4635,1.43905,1.4568,1.45305,1.452525,1.45345,1.424175
8.247777777799996,0.088925,0.240425,1.173275,1.425325,1.484275,1.456625,1.477325,1.472175,1.47325,1.4713,1.440725
8.553333333399998,0.087275,0.239625,1.186625,1.444825,1.505975,1.47755,1.498275,1.492875,1.494525,1.4934,1.46
8.8566666667,0.08705,0.2446,1.206625,1.4647,1.527675,1.5012,1.51895,1.513925,1.51275,1.515675,1.479875
9.159999999999997,0.08575,0.244325,1.226775,1.486,1.551125,1.52465,1.5401,1.5349,1.5365,1.5353,1.501175
9.463888888900001,0.082475,0.24335,1.240175,1.4996,1.571925,1.543325,1.560725,1.551625,1.56005,1.5548,1.520675
9.7677777778,0.079225,0.242725,1.2579,1.51755,1.59195,1.563575,1.5833,1.5718,1.581125,1.5758,1.53675
10.071666666699997,0.079075,0.245225,1.27705,1.5387,1.615975,1.585325,1.6043,1.5938,1.602725,1.599625,1.55545
10.376111111100002,0.07685,0.247275,1.2951,1.5592,1.6393,1.60445,1.629,1.61855,1.624675,1.62125,1.578875
10.678888888899998,0.075475,0.247625,1.31285,1.5771,1.661825,1.625525,1.649325,1.636225,1.6446,1.641075,1.597925
10.9822222222,0.073175,0.249775,1.336025,1.598175,1.68605,1.6494,1.673125,1.657375,1.67,1.664875,1.621075
11.284999999999997,0.073475,0.253025,1.3589,1.6218,1.712225,1.672275,1.6996,1.68045,1.6974,1.691525,1.6446
11.588888888900001,0.07065,0.25335,1.3767,1.6396,1.73565,1.693975,1.723275,1.699725,1.71655,1.7155,1.667375
11.893333333400001,0.0697,0.25475,1.3959,1.657425,1.756575,1.71925,1.74255,1.7252,1.739475,1.735525,1.6836
12.197777777799999,0.067375,0.254375,1.414925,1.676,1.774875,1.74305,1.762225,1.7432,1.7617,1.75255,1.703225
14.261666666700002,0.05855,0.268375,1.561825,1.83805,1.95725,1.9076,1.940625,1.907175,1.9253,1.92255,1.851475
16.326111111099998,0.051475,0.291075,1.704625,2.016675,2.1437,2.086875,2.126525,2.090925,2.101525,2.0876,2.014425
18.390555555600002,0.044925,0.30805,1.8571,2.2005,2.305975,2.25995,2.309025,2.25645,2.289525,2.2683,2.1608
20.454722222199997,0.037175,0.333525,2.013375,2.38165,2.497125,2.466275,2.514975,2.449925,2.483175,2.464025,2.320375
22.519166666700002,0.030625,0.3717,2.160875,2.559175,2.66645,2.658475,2.708775,2.63345,2.660725,2.657875,2.481575
24.583055555599998,0.025525,0.428,2.28975,2.717875,2.823525,2.83955,2.907875,2.811525,2.836825,2.8469,2.644175
26.646111111099998,0.01625,0.49295,2.415,2.887775,2.99755,3.025325,3.096275,2.973525,3.03305,3.04045,2.7744
28.710555555600003,0.0095,0.5685,2.525975,3.06895,3.162325,3.216025,3.301525,3.154025,3.23015,3.2246,2.92015
30.7758333334,0.0064,0.65475,2.66245,3.226025,3.3059,3.3817,3.4715,3.30925,3.38555,3.373925,3.0568
32.8388888889,-0.002825,0.743575,2.785125,3.3601,3.40295,3.51925,3.630375,3.4289,3.52925,3.514375,3.1858
34.9030555556,-0.009775,0.83205,2.880375,3.48815,3.511675,3.646425,3.7631,3.540825,3.662975,3.6361,3.2851
36.9663888889,-0.015875,0.921175,2.987875,3.6003,3.622375,3.764875,3.8972,3.64875,3.774725,3.764975,3.3807
39.0319444445,-0.021725,1.005675,3.08325,3.731325,3.719825,3.87205,4.02785,3.757825,3.909325,3.880175,3.4757
41.095833333399995,-0.0278,1.088925,3.186275,3.827825,3.807875,3.981425,4.1496,3.86125,4.018725,3.988,3.56635
