Time,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11
0.0,1,1,1,1,1,1,1,1,1,1,1
0.10166666670000168,1.03265,1.0077,1.00275,1.00265,1.00685,1.007975,1.009425,1.0051,1.00815,1.01445,1.0135
0.33888888890000146,1.012325,1.00785,1.0116,1.010575,1.01405,1.0138,1.015075,1.01405,1.013725,1.01505,1.01615
0.6422222222000009,1.01995,1.018025,1.019375,1.0174,1.019075,1.02205,1.01815,1.0167,1.0197,1.0174,1.02005
0.9450000000000003,1.033475,1.0335,1.033775,1.03145,1.0339,1.035725,1.030275,1.027575,1.0274,1.026625,1.02655
1.2477777777999997,1.051225,1.052075,1.05415,1.0509,1.052625,1.055075,1.0442,1.042175,1.03995,1.039675,1.039175
1.551666666700001,1.06425,1.0651,1.069025,1.064125,1.06285,1.068025,1.05055,1.0498,1.0496,1.0506,1.0465
1.853888888900002,1.0795,1.080725,1.082525,1.0809,1.0777,1.080125,1.062275,1.06225,1.065925,1.066825,1.0594
2.1572222222000015,1.09395,1.098525,1.100975,1.09605,1.092925,1.092175,1.0746,1.076225,1.07955,1.0771,1.070175
2.460555555500001,1.102225,1.110325,1.114925,1.1114,1.109025,1.101425,1.08305,1.0851,1.089475,1.085725,1.07995
2.7644444444000023,1.1156,1.125425,1.13395,1.126075,1.12905,1.116525,1.09875,1.1004,1.102375,1.099375,1.0925
3.0655555555000014,1.1322,1.148575,1.15515,1.14645,1.15255,1.132625,1.115175,1.1157,1.115425,1.10955,1.1057
3.3683333333000007,1.145475,1.1678,1.171625,1.166475,1.171875,1.147675,1.127125,1.127725,1.127875,1.120425,1.116075
3.671666666700002,1.159175,1.1905,1.1912,1.186825,1.18785,1.165475,1.142825,1.141225,1.138375,1.13285,1.12625
3.9755555555000015,1.17565,1.213975,1.2143,1.207425,1.212275,1.18645,1.162925,1.156375,1.154975,1.148725,1.13765
4.278888888900003,1.189675,1.231825,1.23165,1.2289,1.2336,1.207225,1.17995,1.173275,1.16855,1.161425,1.148525
4.581666666700002,1.203325,1.2501,1.2508,1.249675,1.2548,1.2283,1.200125,1.189725,1.18355,1.177075,1.1597
4.8844444444,1.217325,1.268025,1.26935,1.26895,1.279575,1.25005,1.218625,1.20675,1.19785,1.1919,1.172025
5.187777777800001,1.2314,1.2836,1.28535,1.288,1.301975,1.26885,1.238125,1.226925,1.214225,1.20615,1.183475
5.490555555500002,1.243025,1.299525,1.303175,1.307325,1.3228,1.2909,1.25945,1.24725,1.231475,1.2241,1.196225
5.7938888889,1.255925,1.318275,1.320275,1.328275,1.34215,1.315475,1.27895,1.265875,1.25065,1.239175,1.2099
6.097777777800001,1.2597,1.329925,1.332625,1.3455,1.359525,1.33595,1.294675,1.2823,1.2705,1.253925,1.223525
6.4011111111000005,1.26675,1.3403,1.343125,1.3592,1.37805,1.359225,1.3143,1.2975,1.2869,1.266625,1.237825
6.7038888889,1.2757,1.3552,1.360525,1.375125,1.398,1.381175,1.3352,1.317375,1.3046,1.28415,1.2532
7.007777777800001,1.2816,1.36325,1.3954,1.384925,1.417425,1.3975,1.359325,1.3343,1.32065,1.2989,1.2664
7.310000000000002,1.29125,1.3711,1.40055,1.39605,1.441575,1.42065,1.380125,1.35465,1.338275,1.31445,1.2855
7.6122222222,1.29915,1.3847,1.384925,1.40965,1.46345,1.444575,1.4017,1.375725,1.35775,1.332825,1.305575
7.916666666699999,1.301875,1.389325,1.388875,1.418475,1.483225,1.464325,1.4231,1.392575,1.375075,1.34455,1.320525
8.2194444444,1.30415,1.390725,1.392675,1.42765,1.4959,1.484225,1.442825,1.41175,1.38925,1.35945,1.33195
8.523333333299998,1.31065,1.39885,1.402225,1.440925,1.51405,1.510725,1.465875,1.433975,1.40905,1.379025,1.352825
8.826111111100001,1.313375,1.4025,1.408675,1.449575,1.52885,1.532375,1.487375,1.45375,1.430425,1.39595,1.368325
9.128888888900004,1.314425,1.404575,1.4128,1.458975,1.549575,1.55225,1.508175,1.474325,1.45345,1.41335,1.383275
9.430555555500003,1.31805,1.4076,1.416725,1.466075,1.5683,1.571025,1.5301,1.4944,1.472675,1.4318,1.401
9.733888888900001,1.3195,1.413625,1.418375,1.478575,1.584175,1.5946,1.55555,1.513925,1.493975,1.452175,1.422775
10.037777777799999,1.319475,1.408525,1.416,1.486125,1.598975,1.61475,1.577825,1.529875,1.51055,1.4671,1.438675
10.3405555555,1.326525,1.41535,1.4188,1.494375,1.615825,1.6402,1.601675,1.551625,1.532825,1.48655,1.461
10.642777777800003,1.320775,1.4134,1.413075,1.496975,1.629625,1.662325,1.619325,1.56895,1.5492,1.50615,1.47785
10.945555555500004,1.323875,1.41705,1.41365,1.505175,1.65005,1.68945,1.64425,1.589625,1.571625,1.528275,1.4987
11.249444444400002,1.3212,1.413825,1.411425,1.508725,1.66725,1.707525,1.66275,1.612,1.589875,1.5463,1.514275
11.551666666700005,1.320875,1.41165,1.40995,1.512,1.685975,1.734825,1.68175,1.634825,1.6118,1.568,1.535925
11.854444444399999,1.3197,1.410725,1.4062,1.51475,1.7058,1.765175,1.70745,1.654325,1.6342,1.58535,1.55595
12.1561111111,1.320925,1.41005,1.40595,1.52455,1.72855,1.796325,1.732975,1.682325,1.6579,1.608025,1.57255
14.221111111100004,1.29995,1.383675,1.367275,1.5599,1.87405,1.9842,1.9054,1.8557,1.823475,1.748025,1.7188
16.283888888899998,1.271375,1.345375,1.33245,1.576625,2.014875,2.17265,2.0723,2.0131,1.9951,1.90875,1.875175
18.3472222222,1.210875,1.260825,1.267225,1.56925,2.144225,2.35425,2.220175,2.167825,2.166875,2.080525,2.03185
20.411666666700004,1.1056,1.159025,1.179425,1.512675,2.26085,2.523825,2.361025,2.335175,2.353575,2.255825,2.2143
22.4772222222,0.9859,1.0424,1.0735,1.462525,2.411675,2.7298,2.535375,2.542425,2.562225,2.4476,2.4275
24.540277777800004,0.836,0.897425,0.957975,1.407775,2.5587,2.931875,2.7289,2.75395,2.7677,2.647225,2.639425
26.6044444444,0.672525,0.734425,0.814725,1.344475,2.699,3.1368,2.92645,2.9865,2.98415,2.847775,2.8717
28.6666666667,0.5243,0.590925,0.673275,1.26105,2.865275,3.3467,3.1271,3.2119,3.20695,3.05865,3.11885
30.7305555555,0.39115,0.4617,0.542,1.1814,3.027875,3.552,3.322725,3.419575,3.4113,3.275725,3.361475
32.79416666670001,0.2779,0.358275,0.433125,1.105225,3.198825,3.7449,3.486625,3.589475,3.5967,3.456375,3.580975
34.857777777799996,0.17805,0.2791,0.346075,1.037325,3.3589,3.900475,3.64135,3.733,3.7394,3.62095,3.7754
36.9219444444,0.09685,0.215475,0.274225,0.9724,3.524775,4.0447,3.7465,3.86425,3.867775,3.76305,3.9637
38.983333333299996,0.025,0.164175,0.218525,0.928475,3.69735,4.142725,3.85185,3.99675,3.9547,3.8999,4.1476
41.04694444440001,-0.032225,0.125,0.174625,0.89305,3.854225,4.2414,3.920225,4.10755,4.064675,4.016775,4.31435
43.11138888890001,-0.07595,0.09385,0.142025,0.86835,3.9932,4.283125,3.98345,4.2011,4.14655,4.1135,4.4412
45.1730555555,-0.112525,0.071775,0.116575,0.851425,4.129725,4.360975,4.0655,4.309375,4.211625,4.2231,4.5854
47.23694444440001,-0.143375,0.0491,0.0928,0.848775,4.237075,4.361675,4.131575,4.398925,4.2395,4.30755,4.662725
49.300833333300005,-0.1659,0.033475,0.076175,0.852,4.343575,4.370375,4.197275,4.466575,4.305025,4.3815,4.8162
51.3658333333,-0.1864,0.0172,0.0672,0.855475,4.46075,4.393725,4.25485,4.55155,4.384825,4.470075,4.9461
53.42750000000001,-0.201875,0.005925,0.04765,0.86685,4.570225,4.43235,4.322175,4.61095,4.476425,4.5615,5.053125
55.491944444400005,-0.21945,-0.00715,0.035525,0.8777,4.650675,4.42825,4.386275,4.691525,4.5493,4.6563,5.168625
57.5547222222,-0.231225,-0.0165,0.021975,0.899175,4.73455,4.4256,4.435775,4.76345,4.5942,4.7356,5.24375
59.61805555550001,-0.2456,-0.02765,0.013075,0.918425,4.78075,4.3852,4.44965,4.7674,4.638025,4.7999,5.307175
61.6819444444,-0.25445,-0.033875,0.00905,0.943875,4.85755,4.381425,4.46895,4.80645,4.694075,4.871725,5.378525
63.7452777778,-0.265075,-0.04175,-0.0027,0.966925,4.88885,4.347675,4.443775,4.81625,4.729325,4.922875,5.42305
