Time,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11
0.0,1,1,1,1,1,1,1,1,1,1,1
0.03416666670000268,1.01765,1.01845,1.01825,1.0219,1.0173,1.011,1.00495,1.0034,1.0027,1.00465,1.00455
0.223055555600002,0.73785,0.8032,0.84745,0.96805,1.0149,1.04925,1.0256,1.0085,1.0051,1.00745,1.0109
0.5241666667000011,0.58645,0.6258,0.67225,0.92085,0.9928,1.0551,1.04115,1.0051,1.0033,1.01095,1.01645
0.8252777778000002,0.4973,0.5191,0.564,0.90765,0.97055,1.06015,1.05275,1.0098,1.013,1.01795,1.03025
1.1269444445000012,0.44005,0.4535,0.4959,0.9008,0.957,1.06835,1.06645,1.01955,1.0259,1.0341,1.04385
1.4286111112000022,0.39595,0.40725,0.452,0.89305,0.9541,1.0736,1.0781,1.0338,1.0371,1.04725,1.05765
1.7291666666999994,0.36325,0.3736,0.42345,0.8853,0.95085,1.07585,1.08565,1.0413,1.04925,1.06085,1.0684
2.0308333334000004,0.33755,0.34665,0.4031,0.8738,0.9424,1.08255,1.0935,1.05345,1.06215,1.0745,1.08755
2.3324999999999996,0.3143,0.32545,0.3837,0.86245,0.9285,1.0871,1.10545,1.06535,1.0716,1.0831,1.10105
2.6336111112000005,0.3003,0.3114,0.3722,0.8601,0.9197,1.0943,1.1134,1.0831,1.08705,1.0963,1.1172
2.9352777777999997,0.28535,0.29765,0.3605,0.8536,0.9087,1.1012,1.1223,1.0932,1.10505,1.11175,1.13015
3.2358333334000022,0.2736,0.2864,0.35275,0.84655,0.8984,1.1052,1.1259,1.10095,1.12,1.12375,1.14845
3.5380555555999997,0.26435,0.27755,0.347,0.8403,0.8892,1.1131,1.13785,1.11055,1.1295,1.13625,1.15835
3.8391666667000024,0.25405,0.2687,0.3396,0.83375,0.8791,1.12055,1.1458,1.1225,1.14315,1.14835,1.17515
4.1413888889,0.2461,0.2628,0.3354,0.82635,0.87,1.12685,1.1518,1.13405,1.1581,1.16715,1.19165
4.4419444445000025,0.23915,0.2579,0.3313,0.81765,0.8612,1.1302,1.1576,1.15025,1.1735,1.18505,1.20965
4.743055555600002,0.23205,0.2524,0.328,0.80855,0.85055,1.13175,1.16225,1.1662,1.1903,1.2,1.2258
5.044166666700001,0.22595,0.2484,0.3244,0.799,0.84295,1.13645,1.1668,1.1821,1.2042,1.21725,1.2456
5.345833333400002,0.21895,0.2431,0.32245,0.79175,0.83325,1.1386,1.1779,1.1913,1.21835,1.23225,1.25845
5.646944444500001,0.21365,0.24105,0.32405,0.7819,0.82835,1.1439,1.18845,1.20175,1.2384,1.2531,1.2761
5.9480555556,0.2076,0.238,0.32195,0.77575,0.819,1.1519,1.1936,1.21195,1.25265,1.26655,1.29055
6.249722222300004,0.20025,0.23145,0.32105,0.7683,0.81235,1.1554,1.2051,1.2269,1.26485,1.27865,1.3062
6.550277777800002,0.19605,0.2307,0.3238,0.7676,0.8118,1.168,1.2142,1.2412,1.2846,1.2949,1.32615
